Title of Game,System,Date (First Released),Series,Version,Regions,Direct Sequel,Developer,Publisher,Genre,Alternative Names
Sonic Spinball,SEG - SMS,,Sonic,,,,,,,
Sonic the Hedgehog,SEG - GEN,19910623,Sonic,,jp-na-eu,,Sonic Team,Sega,,
Sonic the Hedgehog,SEG - SGG,19911228,Sonic,Port,ww,,Ancient,Sega,,
Sonic the Hedgehog,APP - IOS,20130515,Sonic,Remake,na-eu,,Christian Whitehead,Sega,,
Sonic the Hedgehog,GOO - AND,20130516,Sonic,Remake,ww,,Christian Whitehead,Sega,,
Sonic the Hedgehog,SEG - SMS,199111??,Sonic,,ww,,Ancient,Sega,,
Sonic the Hedgehog 2,SEG - GEN,19921121,Sonic,,ww,,Sega Technical Institute,Sega,,
Sonic the Hedgehog 2,SEG - SGG,,Sonic,,,,,,,
Sonic the Hedgehog 2,SEG - SMS,,Sonic,,,,,,,
Sonic the Hedgehog 3,SEG - GEN,19940202,Sonic,,jp-na-eu-au,,Sega Technical Institute,Sega,,
Sonic the Hedgehog 4: Episode 1,MIC - WIN,,Sonic,,,,,,,
Sonic the Hedgehog 4: Episode 1,MIC - XLA,,Sonic,,,,,,,
Sonic the Hedgehog 4: Episode 1,MIC - XLA,,Sonic,,,,,,,
Sonic the Hedgehog 4: Episode 1,NIN - WIIW,,Sonic,,,,,,,
Sonic the Hedgehog 4: Episode 1,SON - PSN,,Sonic,,,,,,,
Sonic the Hedgehog 4: Episode 1,SON - PSN,,Sonic,,,,,,,
Sonic the Hedgehog 4: Episode 2,MIC - WIN,,Sonic,,,,,,,
Sonic the Hedgehog: Genesis,NIN - GBA,20061114,Sonic,Port,na,,Sonic Team,Sega,,
Sonic Triple Trouble,SEG - SGG,,Sonic,,,,,,,
Sonic Unleashed,NIN - WII,20081118,Sonic,Demake,ww,,Sonic Team/Dimps,Sega,,
Sonic Unleashed,SON - PS2,20081118,Sonic,Demake,ww,,Sonic Team/Dimps,Sega,,
Sonic Unleashed,MIC - X360,20081118,Sonic,,ww,,Sonic Team,Sega,,
Sonic Unleashed,SON - PS3,20081209,Sonic,Port,ww,,Sonic Team,Sega,,
Soul Hackers 2,MIC - WIN,202208,Megami Tensei,,,,,,,
Soul Hackers 2,MIC - XB1,202208,Megami Tensei,,,,,,,
Soul Hackers 2,MIC - XSXS,202208,Megami Tensei,,,,,,,
Soul Hackers 2,SON - PS4,202208,Megami Tensei,,,,,,,
Soul Hackers 2,SON - PS5,202208,Megami Tensei,,,,,,,
SoulCalibur II,NIN - GCN,,,,,,,,,
Space Harrier 3D,NIN - 3DS,,,,,,,,,
Space Invaders,NIN - GB,,,,,,,,,
Space Invaders,NIN - GBC,,,,,,,,,
Space Invaders,NIN - SNES,,,,,,,,,
Space Station Silicon Valley,NIN - GBC,,,,,,,,,
Space Station Silicon Valley,NIN - N64,,,,,,,,,
Spelunky 2,SON - PS4,20200915,Spelunky,,ww,,Mossmouth/BlitWorks,Mossmouth,Roguelike,
Spelunky 2,MIC - WIN,20200929,Spelunky,Port,ww,,Mossmouth/BlitWorks,Mossmouth,Roguelike,
Spelunky 2,NIN - SWI,20210826,Spelunky,Port,ww,,Mossmouth/BlitWorks,Mossmouth,Roguelike,
Spelunky 2,MIC - XB1,20220113,Spelunky,Port,ww,,Mossmouth/BlitWorks,Mossmouth,Roguelike,
Spelunky 2,MIC - XSXS,20220113,Spelunky,Port,ww,,Mossmouth/BlitWorks,Mossmouth,Roguelike,
SpongeBob SquarePants: Battle for Bikini Bottom,NIN - GBA,,,,,,,,,
SpongeBob SquarePants: Battle for Bikini Bottom,NIN - GCN,,,,,,,,,
SpongeBob SquarePants: The Cosmic Shake,MIC - WIN,20230131,Spongebob,,ww,,Purple Lamp Studios,THQ Nordic,,
SpongeBob SquarePants: The Cosmic Shake,MIC - XB1,20230131,Spongebob,,ww,,Purple Lamp Studios,THQ Nordic,,
SpongeBob SquarePants: The Cosmic Shake,NIN - SWI,20230131,Spongebob,,ww,,Purple Lamp Studios,THQ Nordic,,
SpongeBob SquarePants: The Cosmic Shake,SON - PS4,20230131,Spongebob,,ww,,Purple Lamp Studios,THQ Nordic,,
Spyro 2: Ripto's Rage!,SON - PS1,,,,,,,,,
Spyro 2: Season of Flame,NIN - GBA,,,,,,,,,
Spyro 3: Year of the Dragon,SON - PS1,,,,,,,,,
Spyro Orange: The Cortex Conspiracy,NIN - GBA,,,,,,,,,
Spyro The Dragon,SON - PS1,,,,,,,,,
Spyro: A Hero's Tail,NIN - GCN,,,,,,,,,
Spyro: Attack of the Rhynocs,NIN - GBA,,,,,,,,,
Spyro: Enter the Dragonfly,NIN - GCN,,,,,,,,,
Spyro: Season of Ice,NIN - GBA,,,,,,,,,
Spyro: Shadow Legacy,NIN - DS,,,,,,,,,
Stack-Up,NIN - NES,,,,,,,,,
Star Fox,NIN - SNES,,Star Fox,,,,,,,
Star Fox 2,NIN - SNES,,Star Fox,,,,,,,
Star Fox 64,NIN - N64,,Star Fox,,,,,,,
Star Fox 64 3D,NIN - 3DS,,Star Fox,,,,,,,
Star Fox Adventures,NIN - GCN,,Star Fox,,,,,,,
Star Fox Command,NIN - DS,,Star Fox,,,,,,,
Star Fox Guard,NIN - WIIU,,Star Fox,,,,,,,
Star Fox Zero,NIN - WIIU,,Star Fox,,,,,,,
Star Fox: Assault,NIN - GCN,,Star Fox,,,,,,,
Star Fox: Super Weekend,NIN - SNES,,Star Fox,,,,,,,
Star Revenge 0.5: The Unused Levels,NIN - N64,201404,Mario (Hacks),HACK,,,,,,
Star Revenge 0: Galaxy of Origins,NIN - N64,202008,Mario (Hacks),HACK,,,,,,
Star Revenge 1.5: Star Takeover Redone,NIN - N64,201508,Mario (Hacks),HACK,,,,,,
Star Revenge 1: Star Takeover,NIN - N64,201209,Mario (Hacks),HACK,,,,,,
Star Revenge 2.5: Remnant of Doom,NIN - N64,201504,Mario (Hacks),HACK,,,,,,
Star Revenge 2: (Act 1) To The Moon,NIN - N64,201707,Mario (Hacks),HACK,,,,,,
Star Revenge 2: (Act 2) Night of Doom,NIN - N64,201307,Mario (Hacks),HACK,,,,,,
Star Revenge 3.5: Vacation of Cursed Dreams,NIN - N64,201811,Mario (Hacks),HACK,,,,,,
Star Revenge 3.9: Dreamish Block Beats,NIN - N64,201901,Mario (Hacks),HACK,,,,,,
Star Revenge 3: Mario on An Saoire,NIN - N64,201309,Mario (Hacks),HACK,,,,,,
Star Revenge 4.5: The Kedama Takeover Rewritten,NIN - N64,201609,Mario (Hacks),HACK,,,,,,
Star Revenge 4.9: Adulterated Reality ,NIN - N64,202208,Mario (Hacks),HACK,,,,,,
Star Revenge 4: The Kedama Takeover 64,NIN - N64,201403,Mario (Hacks),HACK,,,,,,
Star Revenge 5.5: Destroyed Memories,NIN - N64,201801,Mario (Hacks),HACK,,,,,,
Star Revenge 5: Neo Blue Realm,NIN - N64,201612,Mario (Hacks),HACK,,,,,,
Star Revenge 6.25: Luigi's Adventure DX,NIN - N64,201912,Mario (Hacks),HACK,,,,,,
Star Revenge 6.5: Wrath of the Dim. Flower,NIN - N64,201408,Mario (Hacks),HACK,,,,,,
Star Revenge 6.9: Luigi Lost in Time,NIN - N64,201510,Mario (Hacks),HACK,,,,,,
Star Revenge 6: Luigi's Adventure,NIN - N64,201407,Mario (Hacks),HACK,,,,,,
Star Revenge 7.5: Kedowser's Return,NIN - N64,201503,Mario (Hacks),HACK,,,,,,
Star Revenge 7: Park of Time,NIN - N64,201412,Mario (Hacks),HACK,,,,,,
Star Revenge 8: Scepter of Hope,NIN - N64,201603,Mario (Hacks),HACK,,,,,,
Star Revenge Redone,NIN - N64,201302,Mario (Hacks),HACK,,,,,,
Star Revenge X: Discord Star Adventure,NIN - N64,202206,Mario (Hacks),HACK,,,,,,
Star Wars Episode I: Battle for Naboo,NIN - N64,,,,,,,,,
Star Wars Episode I: Racer,NIN - GBC,,,,,,,,,
Star Wars Episode I: Racer,NIN - N64,,,,,,,,,
Star Wars: Rogue Squadron,NIN - N64,,,,,,,,,
Star Wars: Shadows of the Empire,NIN - N64,,,,,,,,,
StarTropics,NIN - NES,,,,,,,,,
StarTropics II: Zoda's Revenge,NIN - NES,,,,,,,,,
SteamWorld Dig,NIN - 3DS,,,,,,,,,
SteamWorld Dig 2,NIN - 3DS,,,,,,,,,
SteamWorld Heist,NIN - 3DS,,,,,,,,,
Steel Diver,NIN - 3DS,,,,,,,,,
Steel Diver: Sub Wars,NIN - 3DS,,,,,,,,,
Story of Seasons,NIN - 3DS,,,,,,,,,
Story of Seasons: Trio of Towns,NIN - 3DS,,,,,,,,,
Street Fighter 2010: The Final Fight,NIN - NES,,,,,,,,,
Street Fighter Alpha 2,NIN - SNES,,,,,,,,,
Street Fighter Alpha 2,SON - PS1,,,,,,,,,
Street Fighter Alpha 3,NIN - GBA,,,,,,,,,
Street Fighter Alpha 3,SON - PS1,,,,,,,,,
Street Fighter Alpha: Warriors' Dreams,NIN - GBC,,,,,,,,,
Street Fighter Alpha: Warrior's Dreams,SON - PS1,,,,,,,,,
Street Fighter Collection,SON - PS1,,,,,,,,,
Street Fighter Collection 2,SON - PS1,,,,,,,,,
Street Fighter EX Plus Alpha,SON - PS1,,,,,,,,,
Street Fighter EX2 Plus,SON - PS1,,,,,,,,,
Street Fighter II,NIN - GB,,,,,,,,,
Street Fighter II,NIN - SNES,,,,,,,,,
Street Fighter II Turbo,NIN - SNES,,,,,,,,,
Stretchmo,NIN - 3DS,,,,,,,,,
Stunt Race FX,NIN - SNES,,,,,,,,,
Style Savvy,NIN - DS,,,,,,,,,
Style Savvy: Fashion Forward,NIN - 3DS,,,,,,,,,
Style Savvy: Styling Star,NIN - 3DS,,,,,,,,,
Style Savvy: Trendsetters,NIN - 3DS,,,,,,,,,
Suicide Squad: Kill the Justice League,MIC - WIN,20230526,Batman,,ww,,Rocksteady Studios,Warner Bros. Games,,
Suicide Squad: Kill the Justice League,MIC - XSXS,20230526,Batman,,ww,,Rocksteady Studios,Warner Bros. Games,,
Suicide Squad: Kill the Justice League,SON - PS5,20230526,Batman,,ww,,Rocksteady Studios,Warner Bros. Games,,
Suikoden,SON - PS1,,,,,,,,,
Suikoden II,SON - PS1,,,,,,,,,
Suikoden Tierkreis,NIN - DS,,,,,,,,,
Super Adventure Island,NIN - SNES,,,,,,,,,
Super Adventure Island II,NIN - SNES,,,,,,,,,
Super Bomberman,NIN - SNES,,,,,,,,,
Super Bomberman 2,NIN - SNES,,,,,,,,,
Super Bomberman 3,NIN - SNES,,,,,,,,,
Super Bomberman 4,NIN - SNES,,,,,,,,,
Super Bomberman 5,NIN - SNES,,,,,,,,,
Super Bonk,NIN - SNES,,,,,,,,,
Super Breakout,NIN - GBC,,,,,,,,,
Super Buster Bros.,NIN - SNES,,,,,,,,,
Super C,NIN - NES,,,,,,,,,
Super Castlevania IV,NIN - SNES,,,,,,,,,
Super Double Dragon,NIN - SNES,,,,,,,,,
Super Ghouls n Ghosts,NIN - SNES,,,,,,,,,
Super Ghouls 'n Ghosts,NIN - GBA,,,,,,,,,
Super Kirby Clash,NIN - SWI,,Kirby,,,,,,,
Super Mario 3D Land,NIN - 3DS,20111103,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario 3D World,NIN - WIIU,20131121,Super Mario,,ww,,Nintendo EAD/1-UP Studio,Nintendo,,
Super Mario 3D World + Bowser's Fury,NIN - SWI,20210212,Super Mario,Port,ww,,Nintendo EPD/1-UP Studio/Nintendo ST,Nintendo,,
Super Mario 64,NIN - N64,19960623,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario 64 Chaos Edition,NIN - N64,201409,Mario (Hacks),HACK,,,,,,
Super Mario 64 DS,NIN - DS,20041121,Super Mario,Remake,ww,,Nintendo EAD,Nintendo,,
Super Mario 64 Land,NIN - N64,201911,Mario (Hacks),HACK,,,,,,
Super Mario 64: Last Impact,NIN - N64,201609,Mario (Hacks),HACK,,,,,,
Super Mario 64: Star Road,NIN - N64,201112,Mario (Hacks),HACK,,,,,,
Super Mario 64: The Green Stars,NIN - N64,201308,Mario (Hacks),HACK,,,,,,
Super Mario 74,NIN - N64,201106,Mario (Hacks),HACK,,,,,,
Super Mario 74: Extreme Edition,NIN - N64,201212,Mario (Hacks),HACK,,,,,,
Super Mario Advance,NIN - GBA,20010321,Super Mario,Remake,ww,,Nintendo R&D2,Nintendo,,
Super Mario Advance 2,NIN - GBA,20011214,Super Mario,Port,ww,,Nintendo R&D2,Nintendo,,
Super Mario Advance 3,NIN - GBA,20020920,Yoshi,Port,ww,,Nintendo R&D2,Nintendo,,
Super Mario Advance 4,NIN - GBA,20030711,Super Mario,Remake,ww,,Nintendo R&D2,Nintendo,,
Super Mario All-Stars,NIN - SNES,19930714,Super Mario,Compilation,jp-na-eu,,Nintendo EAD,Nintendo,,
Super Mario All-Stars,NIN - WII,20101021,Super Mario,Compilation,ww,,Nintendo EAD,Nintendo,,
Super Mario Bros.,NIN - NES,19850913,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario Bros. / Duck Hunt,NIN - NES,,Super Mario,,,,,Nintendo,,
Super Mario Bros. / Duck Hunt / World Class Track Meet,NIN - NES,,Super Mario,,,,,Nintendo,,
Super Mario Bros. 2,NIN - NES,19881009,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario Bros. 3,NIN - NES,19881023,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario Bros. Deluxe,NIN - GBC,19990510,Super Mario,Port,ww,,Nintendo R&D2,Nintendo,,
Super Mario Bros.: The Lost Levels,NIN - FDS,19860603,Super Mario,,jp,,Nintendo EAD,Nintendo,,
Super Mario Galaxy,NIN - WII,20071101,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario Galaxy 2,NIN - WII,20100523,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario Kart,NIN - SNES,19920827,Mario Kart,,ww,,Nintendo EAD,Nintendo,,
Super Mario Land,NIN - GB,19890421,Super Mario,,ww,,Nintendo R&D1,Nintendo,,
Super Mario Land 2: 6 Golden Coins,NIN - GB,19921021,Super Mario,,ww,,Nintendo R&D1,Nintendo,,
Super Mario Maker,NIN - WIIU,20150910,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario Maker 2,NIN - SWI,20190628,Super Mario,,ww,,Nintendo EPD,Nintendo,,
Super Mario Maker for Nintendo 3DS,NIN - 3DS,20161201,Super Mario,Port,ww,,Nintendo EAD,Nintendo,,
Super Mario Odyssey,NIN - SWI,20171027,Super Mario,,ww,,Nintendo EPD/1-UP Studio,Nintendo,,
Super Mario Party,NIN - SWI,20181005,Mario Party,,ww,,NDcube/CAProduction,Nintendo,,
Super Mario RPG: Legend of the Seven Stars,NIN - SNES,19960309,Mario RPGs,,jp-na,,Square,Nintendo,,
Super Mario Strikers,NIN - GCN,20051118,Mario Sports,,ww,,Next Level Games,Nintendo,,
Super Mario Sunshine,NIN - GCN,20020719,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario World,NIN - SNES,19901121,Super Mario,,ww,,Nintendo EAD,Nintendo,,
Super Mario World 2: Yoshi's Island,NIN - SNES,19950805,Yoshi,,ww,,Nintendo EAD,Nintendo,,
Super Metroid,NIN - SNES,19940319,Metroid,,jp-na-eu,,Nintendo R&D1/Intelligent Systems,Nintendo,,
Super Monkey Ball,NIN - GCN,200109,Monkey Ball,,,,,,,
Super Monkey Ball 2,NIN - GCN,200208,Monkey Ball,,,,,,,
Super Monkey Ball 3D,NIN - 3DS,201103,Monkey Ball,,,,,,,
Super Monkey Ball Adventure,SON - PS2,200606,Monkey Ball,,,,,,,
Super Monkey Ball Adventure,SON - PSP,200606,Monkey Ball,,,,,,,
Super Monkey Ball Adventure,NIN - GCN,200607,Monkey Ball,,,,,,,
Super Monkey Ball Banana Mania,MIC - WIN,202110,Monkey Ball,,,,,,,
Super Monkey Ball Banana Mania,MIC - XB1,202110,Monkey Ball,,,,,,,
Super Monkey Ball Banana Mania,MIC - XSXS,202110,Monkey Ball,,,,,,,
Super Monkey Ball Banana Mania,NIN - SWI,202110,Monkey Ball,,,,,,,
Super Monkey Ball Banana Mania,SON - PS4,202110,Monkey Ball,,,,,,,
Super Monkey Ball Banana Mania,SON - PS5,202110,Monkey Ball,,,,,,,
Super Monkey Ball Deluxe,MIC - XBOX,200503,Monkey Ball,,,,,,,
Super Monkey Ball Deluxe,SON - PS2,200503,Monkey Ball,,,,,,,
Super Monkey Ball Jr.,NIN - GBA,200211,Monkey Ball,,,,,,,
Super Monkey Ball: Banana Blitz,NIN - WII,200611,Monkey Ball,,,,,,,
Super Monkey Ball: Banana Blitz HD,MIC - XB1,201910,Monkey Ball,,,,,,,
Super Monkey Ball: Banana Blitz HD,NIN - SWI,201910,Monkey Ball,,,,,,,
Super Monkey Ball: Banana Blitz HD,SON - PS4,201910,Monkey Ball,,,,,,,
Super Monkey Ball: Banana Blitz HD,MIC - WIN,201912,Monkey Ball,,,,,,,
Super Monkey Ball: Banana Splitz,SON - PSV,201206,Monkey Ball,,,,,,,
Super Monkey Ball: Step & Roll,NIN - WII,201002,Monkey Ball,,,,,,,
Super Monkey Ball: Touch & Roll,NIN - DS,200512,Monkey Ball,,,,,,,
Super Paper Mario,NIN - WII,200704,Mario RPGs,,,,,,,
Super Princess Peach,NIN - DS,,Super Mario,,,,,,,
Super Punch-Out!!,NIN - SNES,,,,,,,,,
Super R.C. Pro-Am,NIN - GB,,,,,,,,,
Super R-Type,NIN - SNES,,,,,,,,,
Super Scope 6,NIN - SNES,,,,,,,,,
Super Scribblenauts,NIN - DS,,,,,,,,,
Super Smash Bros.,NIN - N64,,,,,,,,,
Super Smash Bros. Brawl,NIN - WII,200801,Super Smash Bros.,,,,,,,
Super Smash Bros. for Nintendo 3DS,NIN - 3DS,,,,,,,,,
Super Smash Bros. Melee,NIN - GCN,,,,,,,,,
Super Star Wars,NIN - SNES,,,,,,,,,
Super Star Wars: Return of the Jedi,NIN - GB,,,,,,,,,
Super Star Wars: Return of the Jedi,NIN - SNES,,,,,,,,,
Super Star Wars: The Empire Strikes Back,NIN - SNES,,,,,,,,,
Super Street Fighter II,NIN - SNES,,,,,,,,,
Super Street Fighter II Turbo Revival,NIN - GBA,,,,,,,,,
Super Street Fighter IV: 3D Edition,NIN - 3DS,,,,,,,,,
Superman: The New Superman Adventures,NIN - N64,,,,,,,,,
Sushi Striker: The Way of Sushido,NIN - 3DS,,,,,,,,,
Sword of Mana,NIN - GBA,200308,Mana,,,,,,,
Syphon Filter,SON - PS1,,,,,,,,,
Syphon Filter 2,SON - PS1,,,,,,,,,
Syphon Filter 3,SON - PS1,,,,,,,,,
Tactics Ogre: Let Us Cling Together,NIN - SNES,,Ogre Battle,,,,,,,
Tactics Ogre: Let Us Cling Together,SEG - SAT,,Ogre Battle,,,,,,,
Tactics Ogre: Let Us Cling Together,SON - PS1,,Ogre Battle,,,,,,,
Tactics Ogre: Let Us Cling Together,SON - PSP,,Ogre Battle,,,,,,,
Tactics Ogre: Reborn,MIC - WIN,,Ogre Battle,,,,,,,
Tactics Ogre: Reborn,NIN - SWI,,Ogre Battle,,,,,,,
Tactics Ogre: Reborn,SON - PS4,,Ogre Battle,,,,,,,
Tactics Ogre: Reborn,SON - PS5,,Ogre Battle,,,,,,,
Tactics Ogre: The Knight of Lodis,NIN - GBA,,Ogre Battle,,,,,,,
Tails Adventure,SEG - SGG,,Sonic,,,,,,,
Tails Skypatrol,SEG - SGG,,Sonic,,,,,,,
Tales of Destiny,SON - PS1,,,,,,,,,
Tales of Eternia,SON - PS1,,,,,,,,,
Tales of Phantasia,NIN - GBA,,,,,,,,,
Tales of Symphonia,NIN - GCN,,,,,,,,,
Tales of Symphonia Remastered,MIC - XB1,20230217,Tales,Remaster,ww,,Bandai Namco,Bandai Namco,,
Tales of Symphonia Remastered,NIN - SWI,20230217,Tales,Remaster,ww,,Bandai Namco,Bandai Namco,,
Tales of Symphonia Remastered,SON - PS4,20230217,Tales,Remaster,ww,,Bandai Namco,Bandai Namco,,
Tales of Symphonia: Dawn of the New World,NIN - WII,,,,,,,,,
Tales of the Abyss,NIN - 3DS,,,,,,,,,
Tank Troopers,NIN - 3DS,,,,,,,,,
Tatsunoko vs. Capcom: Ultimate All-Stars,NIN - WII,,,,,,,,,
Team Kirby Clash Deluxe,NIN - 3DS,,Kirby,,,,,,,
Team Sonic Racing,MIC - WIN,,Sonic,,,,,,,
Team Sonic Racing,MIC - XB1,,Sonic,,,,,,,
Team Sonic Racing,NIN - SWI,,Sonic,,,,,,,
Team Sonic Racing,SON - PS4,,Sonic,,,,,,,
Teenage Mutant Ninja Turtles,NIN - NES,,,,,,,,,
Teenage Mutant Ninja Turtles II: The Arcade Game,NIN - NES,,,,,,,,,
Teenage Mutant Ninja Turtles II: The Manhattan Project,NIN - NES,,,,,,,,,
Teenage Mutant Ninja Turtles IV: Turtles in Time,NIN - SNES,,,,,,,,,
Tekken,SON - PS1,,,,,,,,,
Tekken 2,SON - PS1,,,,,,,,,
Tekken 3,SON - PS1,,,,,,,,,
Tekken 3D: Prime Edition,NIN - 3DS,,,,,,,,,
Tekken 8,MIC - WIN,2024????,Tekken,,ww,,Bandai Namco/Arika,Bandai Namco,,
Tekken 8,MIC - XSXS,2024????,Tekken,,ww,,Bandai Namco/Arika,Bandai Namco,,
Tekken 8,SON - PS5,2024????,Tekken,,ww,,Bandai Namco/Arika,Bandai Namco,,
Tekken Advance,NIN - GBA,,,,,,,,,
Teleroboxer,NIN - VB,,,,,,,,,
Tenchu: Shadow Assassins,NIN - WII,,,,,,,,,
Tennis,NIN - GB,,,,,,,,,
Tennis,NIN - NES,,,,,,,,,
Terranigma,NIN - SNES,,,,,,,,,
Terraria,NIN - 3DS,,,,,,,,,
Tetris,NIN - GB,,,,,,,,,
Tetris,NIN - NES,,,,,,,,,
Tetris & Dr. Mario,NIN - SNES,199412,Dr. Mario,,,,,,,
Tetris 2,NIN - GB,,,,,,,,,
Tetris 2,NIN - NES,,,,,,,,,
Tetris 2,NIN - SNES,,,,,,,,,
Tetris Attack,NIN - GB,,,,,,,,,
Tetris Attack,NIN - SNES,,,,,,,,,
Tetris DS,NIN - DS,,,,,,,,,
Tetris DX,NIN - GBC,,,,,,,,,
Tetris: Axis,NIN - 3DS,,,,,,,,,
Tetrisphere,NIN - N64,,,,,,,,,
The Final Fantasy Legend,NIN - GB,198912,SaGa,,,,,,,
The Great Ace Attorney Adventures,NIN - 3DS,,,,,,,,,
The Great Ace Attorney Adventures 2,NIN - 3DS,,,,,,,,,
The House of the Dead: Overkill,NIN - WII,,,,,,,,,
The King of Fighters EX: Neo Blood,NIN - GBA,,,,,,,,,
The King of Fighters EX2: Howling Blood,NIN - GBA,,,,,,,,,
The Last of Us Part I,SON - PS5,20220902,Last of Us,Remake,ww,,Naughty Dog,Sony,,
The Last of Us Part I,MIC - WIN,20230328,Last of Us,Port,ww,,Naughty Dog,Sony,,
The Last Story,NIN - WII,201101,,,,,,,,
The Legend of Dragoon,SON - PS1,,,,,,,,,
The Legend of Kage 2,NIN - DS,,,,,,,,,
The Legend of Spyro: A New Beginning,NIN - DS,,,,,,,,,
The Legend of Spyro: A New Beginning,NIN - GBA,,,,,,,,,
The Legend of Spyro: A New Beginning,NIN - GCN,,,,,,,,,
The Legend of Spyro: Dawn of the Dragon,NIN - DS,,,,,,,,,
The Legend of Spyro: Dawn of the Dragon,NIN - WII,,,,,,,,,
The Legend of Spyro: The Eternal Night,NIN - DS,,,,,,,,,
The Legend of Spyro: The Eternal Night,NIN - GBA,,,,,,,,,
The Legend of Spyro: The Eternal Night,NIN - WII,,,,,,,,,
The Legend of the Mystical Ninja,NIN - SNES,,,,,,,,,
The Legend of Zelda,NIN - FDS,19860221,Zelda,,jp,,Nintendo EAD,Nintendo,,
The Legend of Zelda,NIN - NES,19870822,Zelda,Port,ww,,Nintendo EAD,Nintendo,,
The Legend of Zelda: A Link Between Worlds,NIN - 3DS,201311,Zelda,,,,,,,
The Legend of Zelda: A Link to the Past,NIN - SNES,199111,Zelda,,,,,,,
The Legend of Zelda: A Link to the Past and Four Swords,NIN - GBA,200212,Zelda,RERELEASE,,,,,,
The Legend of Zelda: Breath of the Wild,NIN - SWI,201703,Zelda,,,,,,,
The Legend of Zelda: Breath of the Wild,NIN - WIIU,201703,Zelda,,,,,,,
The Legend of Zelda: Collector's Edition,NIN - GCN,200311,Zelda,,,,,,,
The Legend of Zelda: Four Swords Adventures,NIN - GCN,200403,Zelda,,,,,,,
The Legend of Zelda: Four Swords Anniversary Edition,NIN - DSIW,201109,Zelda,Remake,,,,,,
The Legend of Zelda: Link's Awakening,NIN - GB,199306,Zelda,,,,,,,
The Legend of Zelda: Link's Awakening,NIN - SWI,201909,Zelda,Remake,,,,,,
The Legend of Zelda: Link's Awakening DX,NIN - GBC,199810,Zelda,Remake,,,,,,
The Legend of Zelda: Majora's Mask,NIN - N64,200004,Zelda,,,,,,,
The Legend of Zelda: Majora's Mask 3D,NIN - 3DS,201502,Zelda,Remake,,,,,,
The Legend of Zelda: Ocarina of Time,NIN - N64,199811,Zelda,,,,,,,
The Legend of Zelda: Ocarina of Time / Master Quest,NIN - GCN,200211,Zelda,Remaster,,,,,,
The Legend of Zelda: Ocarina of Time 3D,NIN - 3DS,201106,Zelda,Remake,,,,,,
The Legend of Zelda: Oracle of Ages,NIN - GBC,200102,Zelda,,,,,,,
The Legend of Zelda: Oracle of Seasons,NIN - GBC,200102,Zelda,,,,,,,
The Legend of Zelda: Phantom Hourglass,NIN - DS,200706,Zelda,,,,,,,
The Legend of Zelda: Skyward Sword,NIN - WII,201111,Zelda,,,,,,,
The Legend of Zelda: Skyward Sword HD,NIN - SWI,202107,Zelda,Remaster,,,,,,
The Legend of Zelda: Spirit Tracks,NIN - DS,200912,Zelda,,,,,,,
The Legend of Zelda: Tears of the Kingdom,NIN - SWI,20230512,Zelda,,ww,The Legend of Zelda: Breath of the Wild,Nintendo EPD/Monolith Soft,Nintendo,,
The Legend of Zelda: The Minish Cap,NIN - GBA,200411,Zelda,,,,,,,
The Legend of Zelda: The Wind Waker,NIN - GCN,200212,Zelda,,,,,,,
The Legend of Zelda: The Wind Waker HD,NIN - WIIU,201309,Zelda,Remaster,,,,,,
The Legend of Zelda: Tri Force Heroes,NIN - 3DS,201510,Zelda,,,,,,,
The Legend of Zelda: Twilight Princess,NIN - WII,200611,Zelda,,,,,,,
The Legend of Zelda: Twilight Princess,NIN - GCN,200612,Zelda,RERELEASE,,,,,,
The Legend of Zelda: Twilight Princess HD,NIN - WIIU,201603,Zelda,Remaster,,,,,,
The Legendary Starfy,NIN - DS,200807,Starfy,,,,,,,
The Misadventures of Tron Bonne ,SON - PS1,,,,,,,,,
The Mysterious Murasame Castle,NIN - FDS,19860414,,,jp,,Nintendo EAD/Human Entertainment,Nintendo,,
The New Tetris,NIN - N64,,,,,,,,,
The Pedestrian,LIN - LIN,20200129,,,ww,,Skookum Arts LLC,Skookum Arts LLC,Puzzle Platformer,
The Pedestrian,APP - MAC,20200129,,,ww,,Skookum Arts LLC,Skookum Arts LLC,Puzzle Platformer,
The Pedestrian,MIC - WIN,20200129,,,ww,,Skookum Arts LLC,Skookum Arts LLC,Puzzle Platformer,
The Pedestrian,SON - PS4,20210129,,Port,ww,,Skookum Arts LLC,Skookum Arts LLC,Puzzle Platformer,
The Pedestrian,SON - PS5,20210129,,Port,ww,,Skookum Arts LLC,Skookum Arts LLC,Puzzle Platformer,
The Pedestrian,MIC - XB1,20220104,,Port,ww,,Skookum Arts LLC,Skookum Arts LLC,Puzzle Platformer,
